Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,55-64,12,12,
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,65-74,22,22,
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,75-84,15,15,
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,85+,14,14,
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Sepsis,Sepsis,A40-A41,All Ages,72,72,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,13,15,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,25,26,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,21,25,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,67,79,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,55-64,17,17,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,65-74,36,36,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,75-84,46,46,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,85+,50,50,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Diabetes,Diabetes,E10-E14,All Ages,161,161,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,55-64,11,11,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,65-74,21,21,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,75-84,11,12,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Obesity,Obesity,E65-E68,All Ages,55,56,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,55-64,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,65-74,10,10,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,75-84,25,25,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,85+,43,43,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Alzheimer disease,Alzheimer disease,G30,All Ages,79,79,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,11,11,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,36,36,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,79,79,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,128,128,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,55-64,11,12,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,65-74,22,23,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,75-84,22,23,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,85+,22,22,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,Renal failure,Renal failure,N17-N19,All Ages,80,83,
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,29,51,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,13,15,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,37,50,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,95,148,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,152,226,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,182,278,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,487,731,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,35-44,13,13,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,45-54,27,27,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,55-64,80,80,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,65-74,230,230,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,75-84,318,318,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,85+,395,395,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,ID,COVID-19,COVID-19,U071,All Ages,1067,1067,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,32,32,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,95,95,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,277,278,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,692,695,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1260,1268,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1526,1541,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1641,1653,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,5529,5568,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,17,18,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,59,60,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,181,194,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,430,445,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,536,549,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,496,509,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,IL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1729,1785,
